Time,Latitude,Longitude,Image
2026-03-19 22:35:29,28.61345600137949,77.20817324026761,pothole_1.jpg
2026-03-19 22:35:29,28.61320442576166,77.20851521593433,pothole_2.jpg
2026-03-19 22:35:29,28.61309595922049,77.20949137391761,pothole_3.jpg
2026-03-19 22:35:29,28.61466844501765,77.20985944486783,pothole_4.jpg
2026-03-19 22:35:29,28.61429643280748,77.20935793630234,pothole_5.jpg
2026-03-19 22:35:29,28.61327768337279,77.20953472928178,pothole_6.jpg
2026-03-19 22:35:29,28.613038217055564,77.20812277774286,pothole_7.jpg
2026-03-19 22:35:29,28.614353692099158,77.20945249820589,pothole_8.jpg
2026-03-19 22:35:30,28.61309858823214,77.20839563050065,pothole_9.jpg
2026-03-19 22:35:30,28.612995795287556,77.20837040286533,pothole_10.jpg
2026-03-19 22:35:30,28.614772541403877,77.20848717921103,pothole_11.jpg
2026-03-19 22:35:30,28.61488521238314,77.20953850414715,pothole_12.jpg
2026-03-19 22:35:30,28.613604292684872,77.20959061235538,pothole_13.jpg
2026-03-19 22:35:31,28.614645865017366,77.20810161085812,pothole_14.jpg
2026-03-19 22:35:31,28.61449436929179,77.20843098321396,pothole_15.jpg
2026-03-19 22:35:31,28.613653868934637,77.20804543980316,pothole_16.jpg
2026-03-19 22:35:31,28.6139849364086,77.2087608383164,pothole_17.jpg
2026-03-19 22:35:32,28.613818655810523,77.20872535319111,pothole_18.jpg
2026-03-19 22:35:32,28.614031473522527,77.20857557913882,pothole_19.jpg
2026-03-19 22:35:32,28.61422067124897,77.20852993793729,pothole_20.jpg
2026-03-19 22:35:32,28.614110011059477,77.20830564376737,pothole_21.jpg
2026-03-19 22:35:32,28.613027194269883,77.20998014844292,pothole_22.jpg
2026-03-19 22:35:33,28.613177436465833,77.20834471381357,pothole_23.jpg
2026-03-19 22:35:33,28.614427476193363,77.20996831196028,pothole_24.jpg
2026-03-19 22:35:33,28.613905080156623,77.20919679351414,pothole_25.jpg
2026-03-19 22:35:33,28.614166806312962,77.2087939647536,pothole_26.jpg
2026-03-19 22:35:33,28.614794962232008,77.20880956934238,pothole_27.jpg
2026-03-19 22:35:33,28.613603630130182,77.20907920155739,pothole_28.jpg
2026-03-19 22:35:33,28.614844170484954,77.20854208693798,pothole_29.jpg
2026-03-19 22:35:34,28.61311787702088,77.20834544821226,pothole_30.jpg
2026-03-19 22:35:34,28.613040338447213,77.2096601859205,pothole_31.jpg
2026-03-19 22:35:34,28.613390197927387,77.20813693959902,pothole_32.jpg
2026-03-19 22:35:34,28.612943094642976,77.20858472586752,pothole_33.jpg
2026-03-19 22:35:34,28.61305193851368,77.20946498217715,pothole_34.jpg
2026-03-19 22:35:34,28.614606613941394,77.20953875159991,pothole_35.jpg
2026-03-19 22:35:35,28.613487881658806,77.2094562183142,pothole_36.jpg
2026-03-19 22:35:35,28.61355531037457,77.20947076347484,pothole_37.jpg
2026-03-19 22:35:35,28.614699924624375,77.20902728014254,pothole_38.jpg
2026-03-19 22:35:35,28.612966675041584,77.20905730284753,pothole_39.jpg
2026-03-19 22:35:35,28.613272092187277,77.20895909490059,pothole_40.jpg
2026-03-19 22:35:36,28.61484771944372,77.20956045381892,pothole_41.jpg
2026-03-19 22:35:36,28.61342641162915,77.20939984011419,pothole_42.jpg
2026-03-19 22:35:36,28.613550485334372,77.20994195147462,pothole_43.jpg
2026-03-19 22:35:36,28.613744343907133,77.20972223816764,pothole_44.jpg
2026-03-19 22:35:36,28.613581280321625,77.20887192274692,pothole_45.jpg
2026-03-19 22:35:36,28.613154988352466,77.20880517797407,pothole_46.jpg
2026-03-19 22:35:37,28.614556153410366,77.20896952189332,pothole_47.jpg
2026-03-19 22:35:37,28.614117625157174,77.20872342117032,pothole_48.jpg
2026-03-19 22:35:37,28.613230050862292,77.20842390073845,pothole_49.jpg
2026-03-19 22:35:37,28.61402943270843,77.2088589714692,pothole_50.jpg
2026-03-19 22:35:37,28.613001026350627,77.20862465187788,pothole_51.jpg
2026-03-19 22:35:37,28.61423845323982,77.20901781945726,pothole_52.jpg
2026-03-19 22:35:38,28.61326991848513,77.20977464316904,pothole_53.jpg
2026-03-19 22:35:38,28.614790567984738,77.20972563203223,pothole_54.jpg
2026-03-19 22:35:38,28.61426119114331,77.20974440877684,pothole_55.jpg
2026-03-19 22:35:38,28.613311126153118,77.20947514807447,pothole_56.jpg
2026-03-19 22:35:38,28.61414763725101,77.20804248142989,pothole_57.jpg
2026-03-19 22:35:38,28.613236099943347,77.2083242958683,pothole_58.jpg
